,Unnamed: 0.1,Unnamed: 0,ICD,Drug,Consensus Name,Disease Name,PubMed_query_name,PubMed count
334,334,331,J41,Levonorgestrel,simple and mucopurulent chronic bronchitis,simple and mucopurulent chronic bronchitis;simple chronic bronchitis;mucopurulent chronic bronchitis;mixed simple and mucopurulent chronic bronchitis,simple and mucopurulent chronic bronchitis,0.0
335,335,332,N03,Rivaroxaban,chronic nephritic syndrome,chronic nephritic syndrome;minor glomerular abnormality;focal and segmental glomerular lesions;diffuse membranous glomerulonephritis;diffuse mesangial proliferative glomerulonephritis;diffuse endocapillary proliferative glomerulonephritis;diffuse mesangiocapillary glomerulonephritis;dense deposit disease;diffuse crescentic glomerulonephritis;other;unspecified,chronic nephritic syndrome,0.0
336,336,333,L99,Fish oil,disorders of skin and subcutaneous tissue in diseases classified elsewhere,other disorders of skin and subcutaneous tissue in diseases classified elsewhere;amyloidosis of skin;other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere,disorders of skin and subcutaneous tissue in diseases classified elsewhere,254.0
337,337,334,E23,Droperidol,hypofunction and disorders of pituitary gland,"hypofunction and other disorders of pituitary gland;hypopituitarism;drug-induced hypopituitarism;diabetes insipidus;hypothalamic dysfunction, not elsewhere classified;other disorders of pituitary gland;disorder of pituitary gland, unspecified",hypofunction and disorders of pituitary gland,0.0
338,338,335,I27,Histamine,pulmonary heart diseases,"other pulmonary heart diseases;primary pulmonary hypertension;kyphoscoliotic heart disease;other secondary pulmonary hypertension;other specified pulmonary heart diseases;pulmonary heart disease, unspecified",pulmonary heart diseases,115.0
339,339,336,H15,Mirtazapine,disorders of sclera,"disorders of sclera;scleritis;episcleritis;other disorders of sclera;disorder of sclera, unspecified",disorders of sclera,0.0
340,340,337,G59,Bupranolol,mononeuropathy in diseases classified elsewhere,mononeuropathy in diseases classified elsewhere;diabetic mononeuropathy;other mononeuropathies in diseases classified elsewhere,mononeuropathy in diseases classified elsewhere,0.0
341,341,338,I95,Clofibrate,hypotension,"hypotension;idiopathic hypotension;orthostatic hypotension;hypotension due to drugs;other hypotension;hypotension, unspecified",hypotension,123.0
342,342,339,E25,Clevidipine,adrenogenital disorders,"adrenogenital disorders;congenital adrenogenital disorders associated with enzyme deficiency;other adrenogenital disorders;adrenogenital disorder, unspecified",adrenogenital disorders,0.0
343,343,340,A15,Epoprostenol,"respiratory tuberculosis, bacteriologically and histologically confirmed","respiratory tuberculosis, bacteriologically and histologically confirmed;tuberculosis of lung, confirmed by sputum microscopy with or without culture;tuberculosis of lung, confirmed by culture only;tuberculosis of lung, confirmed histologically;tuberculosis of lung, confirmed by unspecified means;tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically;tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically;tuberculous pleurisy, confirmed bacteriologically and histologically;primary respiratory tuberculosis, confirmed bacteriologically and histologically;other respiratory tuberculosis, confirmed bacteriologically and histologically;respiratory tuberculosis unspecified, confirmed bacteriologically and histologically","respiratory tuberculosis, bacteriologically and histologically confirmed",11.0
344,344,341,G70,Promazine,myasthenia gravis and myoneural disorders,"myasthenia gravis and other myoneural disorders;myasthenia gravis;toxic myoneural disorders;congenital and developmental myasthenia;other specified myoneural disorders;myoneural disorder, unspecified",myasthenia gravis and myoneural disorders,10.0
345,345,342,G57,Oxybutynin,mononeuropathies of lower limb,"mononeuropathies of lower limb;lesion of sciatic nerve;meralgia paraesthetica;lesion of femoral nerve;lesion of lateral popliteal nerve;lesion of medial popliteal nerve;tarsal tunnel syndrome;lesion of plantar nerve;other mononeuropathies of lower limb;mononeuropathy of lower limb, unspecified",mononeuropathies of lower limb,0.0
346,346,343,M31,Salicylic acid,necrotising vasculopathies,"other necrotising vasculopathies;hypersensitivity angiitis;thrombotic microangiopathy;lethal midline granuloma;wegener's granulomatosis;aortic arch syndrome [takayasu];giant cell arteritis with polymyalgia rheumatica;other giant cell arteritis;microscopic polyangiitis;other specified necrotising vasculopathies;necrotising vasculopathy, unspecified",necrotising vasculopathies,65.0
347,347,344,L99,Mitoxantrone,disorders of skin and subcutaneous tissue in diseases classified elsewhere,other disorders of skin and subcutaneous tissue in diseases classified elsewhere;amyloidosis of skin;other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere,disorders of skin and subcutaneous tissue in diseases classified elsewhere,50.0
348,348,345,I20,Magnesium salicylate,angina pectoris,"angina pectoris;unstable angina;angina pectoris with documented spasm;other forms of angina pectoris;angina pectoris, unspecified",angina pectoris,0.0
349,349,346,I67,Palonosetron,cerebrovascular diseases,"other cerebrovascular diseases;dissection of cerebral arteries, nonruptured;cerebral aneurysm, nonruptured;cerebral atherosclerosis;progressive vascular leukoencephalopathy;hypertensive encephalopathy;moyamoya disease;nonpyogenic thrombosis of intracranial venous system;cerebral arteritis, not elsewhere classified;other specified cerebrovascular diseases;cerebrovascular disease, unspecified",cerebrovascular diseases,0.0
350,350,347,L99,Glycyrrhizic acid,disorders of skin and subcutaneous tissue in diseases classified elsewhere,other disorders of skin and subcutaneous tissue in diseases classified elsewhere;amyloidosis of skin;other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere,disorders of skin and subcutaneous tissue in diseases classified elsewhere,39.0
351,351,348,D46,Hydrogen peroxide,myelodysplastic syndromes,"myelodysplastic syndromes;refractory anaemia without sideroblasts, so stated;refractory anaemia with sideroblasts;refractory anaemia with excess of blasts;refractory anaemia with excess of blasts with transformation;refractory anaemia, unspecified;refractory anaemia with multi-lineage dysplasia;myelodysplastic syndrome with isolated del(5q) chromosomal abnormality;other myelodysplastic syndromes;myelodysplastic syndrome, unspecified",myelodysplastic syndromes,21.0
352,352,349,H57,Apomorphine,disorders of eye and adnexa,"other disorders of eye and adnexa;anomalies of pupillary function;ocular pain;other specified disorders of eye and adnexa;disorder of eye and adnexa, unspecified",disorders of eye and adnexa,49.0
353,353,350,A05,Neratinib,bacterial foodborne intoxications,"other bacterial foodborne intoxications;foodborne staphylococcal intoxication;botulism;foodborne clostridium perfringens [clostridium welchii] intoxication;foodborne vibrio parahaemolyticus intoxication;foodborne bacillus cereus intoxication;other specified bacterial foodborne intoxications;bacterial foodborne intoxication, unspecified",bacterial foodborne intoxications,0.0
354,354,351,F42,Rivastigmine,obsessive-compulsive disorder,"obsessive-compulsive disorder;predominantly obsessional thoughts or ruminations;predominantly compulsive acts [obsessional rituals];mixed obsessional thoughts and acts;other obsessive-compulsive disorders;obsessive-compulsive disorder, unspecified",obsessive-compulsive disorder,1.0
355,355,352,K92,Pemetrexed,diseases of digestive system,"other diseases of digestive system;haematemesis;melaena;gastro-intestinal haemorrhage, unspecified;other specified diseases of digestive system;disease of digestive system, unspecified",diseases of digestive system,10.0
356,356,353,I67,Ticlopidine,cerebrovascular diseases,"other cerebrovascular diseases;dissection of cerebral arteries, nonruptured;cerebral aneurysm, nonruptured;cerebral atherosclerosis;progressive vascular leukoencephalopathy;hypertensive encephalopathy;moyamoya disease;nonpyogenic thrombosis of intracranial venous system;cerebral arteritis, not elsewhere classified;other specified cerebrovascular diseases;cerebrovascular disease, unspecified",cerebrovascular diseases,2613.0
357,357,354,N04,Debrisoquin,nephrotic syndrome,nephrotic syndrome;minor glomerular abnormality;focal and segmental glomerular lesions;diffuse membranous glomerulonephritis;diffuse mesangial proliferative glomerulonephritis;diffuse endocapillary proliferative glomerulonephritis;diffuse mesangiocapillary glomerulonephritis;dense deposit disease;diffuse crescentic glomerulonephritis;other;unspecified,nephrotic syndrome,0.0
358,358,355,C83,Nisoldipine,diffuse non-hodgkin's lymphoma,"diffuse non-hodgkin's lymphoma;small cell (diffuse);small cleaved cell (diffuse);mixed small and large cell (diffuse);large cell (diffuse);immunoblastic (diffuse);lymphoblastic (diffuse);undifferentiated (diffuse);burkitt's tumour;other types of diffuse non-hodgkin's lymphoma;diffuse non-hodgkin's lymphoma, unspecified",diffuse non-hodgkin's lymphoma,0.0
359,359,356,I71,Ropivacaine,aortic aneurysm and dissection,"aortic aneurysm and dissection;dissection of aorta [any part];thoracic aortic aneurysm, ruptured;thoracic aortic aneurysm, without mention of rupture;abdominal aortic aneurysm, ruptured;abdominal aortic aneurysm, without mention of rupture;thoracoabdominal aortic aneurysm, ruptured;thoracoabdominal aortic aneurysm, without mention of rupture;aortic aneurysm of unspecified site, ruptured;aortic aneurysm of unspecified site, without mention of rupture",aortic aneurysm and dissection,92.0
360,360,357,N12,Chlorphenesin,"tubulo-interstitial nephritis, not specified as acute or chronic","tubulo-interstitial nephritis, not specified as acute or chronic",tubulo-interstitial nephritis,0.0
361,361,358,H20,Losartan,iridocyclitis,"iridocyclitis;acute and subacute iridocyclitis;chronic iridocyclitis;lens-induced iridocyclitis;other iridocyclitis;iridocyclitis, unspecified",iridocyclitis,0.0
362,362,359,F16,Zolpidem,mental and behavioural disorders due to use of hallucinogens,mental and behavioural disorders due to use of hallucinogens;acute intoxication;harmful use;dependence syndrome;withdrawal state;withdrawal state with delirium;psychotic disorder;amnesic syndrome;residual and late-onset psychotic disorder;other mental and behavioural disorders;unspecified mental and behavioural disorder,mental and behavioural disorders due to use of hallucinogens,6.0
363,363,360,K92,Thiabendazole,diseases of digestive system,"other diseases of digestive system;haematemesis;melaena;gastro-intestinal haemorrhage, unspecified;other specified diseases of digestive system;disease of digestive system, unspecified",diseases of digestive system,50.0
364,364,361,C91,Ketoconazole,lymphoid leukaemia,"lymphoid leukaemia;acute lymphoblastic leukaemia;chronic lymphocytic leukaemia;subacute lymphocytic leukaemia;prolymphocytic leukaemia;hairy-cell leukaemia;adult t-cell leukaemia;prolymphocytic leukaemia of t-cell type;other lymphoid leukaemia;mature b-cell leukaemia burkitt-type;lymphoid leukaemia, unspecified",lymphoid leukaemia,30.0
365,365,362,H20,Coagulation Factor IX Human,iridocyclitis,"iridocyclitis;acute and subacute iridocyclitis;chronic iridocyclitis;lens-induced iridocyclitis;other iridocyclitis;iridocyclitis, unspecified",iridocyclitis,0.0
366,366,363,G10,Oxytocin,huntington's disease,huntington's disease,huntington's disease,25.0
367,367,364,K64,Clofibrate,haemorrhoids and perianal venous thrombosis,"haemorrhoids and perianal venous thrombosis;first degree haemorrhoids;second degree haemorrhoids;third degree haemorrhoids;fourth degree haemorrhoids;residual haemorrhoidal skin tags;perianal venous thrombosis;other specified haemorrhoids;haemorrhoids,  unspecified",haemorrhoids and perianal venous thrombosis,1.0
