Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
1916,43,"['E87', 'F10', 'F12']",Cinolazepam,8.304785188919026e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Cinolazepam is used for alcohol-related agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related agitation and psychosis,alcohol-related agitation/psychosis
1918,43,"['E87', 'F10', 'F12']",Propericiazine,0.000607858,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Indirect support for use in alcohol-related mental disorders; observational studies suggest potential benefit in managing agitation and psychosis.,agitation and psychosis,agitation and anxiety
1925,43,"['E87', 'F10', 'F12']",Pargyline,0.007590535,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Pargyline is used for managing symptoms of mental and behavioural disorders related to alcohol and cannabinoids, such as agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.",symptoms of mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1926,43,"['E87', 'F10', 'F12']",Prasterone,0.023625821,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Prasterone is used for mental and behavioural disorders related to alcohol and cannabinoids; evidence from observational studies and accepted practice.,mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1927,43,"['E87', 'F10', 'F12']",Taurine,0.014931323,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Taurine is used for fluid balance and electrolyte management, with indirect support from observational studies and accepted practice for alcohol-related mental disorders.",fluid balance and electrolyte management,fluid and electrolyte balance
1929,43,"['E87', 'F10', 'F12']",Estriol,0.038919533,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Estriol is used for estrogen replacement therapy, which can be relevant for managing symptoms related to alcohol and cannabinoid use, such as hormonal imbalances; indirect clinical support (observational/accepted practice).",estrogen replacement therapy,hormone replacement therapy
1933,43,"['E87', 'F10', 'F12']",Milnacipran,0.016703071,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Milnacipran is used for managing depression and anxiety, which are relevant to the mental and behavioural disorders due to alcohol and cannabinoid use; indirect clinical support (observational/accepted practice).",depression and anxiety,depression and anxiety
1935,43,"['E87', 'F10', 'F12']",Iloperidone,2.156217401743479e-09,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1939,43,"['E87', 'F10', 'F12']",Cariprazine,0.000137373,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,sedation in substance-related presentations
1942,43,"['E87', 'F10', 'F12']",Pizotifen,1.017761859699384e-07,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Pizotifen is used for mental and behavioural disorders related to alcohol and cannabinoids; indirect clinical support (observational/accepted practice). Not specific to the full combo.,mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1948,43,"['E87', 'F10', 'F12']",Alvimopan,0.000200068,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Alvimopan is used for opioid-induced constipation, which is relevant to the mental and behavioural disorders due to use of alcohol and cannabinoids; indirect clinical support (observational/accepted practice). Not specific to the full combo.",opioid-induced constipation,opioid-related diarrhea
1958,43,"['E87', 'F10', 'F12']",Ketobemidone,0.010169156,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Ketobemidone is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1963,43,"['E87', 'F10', 'F12']",Cinitapride,0.016703071,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Cinitapride is used for disorders of fluid, electrolyte, and acid-base balance, and has indirect clinical support for mental and behavioural disorders related to alcohol and cannabinoids (observational/accepted practice). Not specific to the full combo.",disorders of fluid,disorders of fluid
1964,43,"['E87', 'F10', 'F12']",Lurasidone,7.644972732691961e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1967,43,"['E87', 'F10', 'F12']",Levomilnacipran,0.004626754,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Levomilnacipran is used for major depressive disorder, which is relevant to mental and behavioural disorders due to alcohol and cannabinoid use; indirect clinical support (observational/accepted practice).",major depressive disorder,major depressive disorder
1971,43,"['E87', 'F10', 'F12']",Cytisine,0.038919533,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Cytisine is used for nicotine dependence, which is relevant to alcohol and cannabinoid use disorders; indirect clinical support (observational/accepted practice). Not specific to the full combo.",nicotine dependence,nicotine dependence
1978,43,"['E87', 'F10', 'F12']",Etizolam,0.004626754,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Etizolam is used for alcohol-related agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related agitation and psychosis,alcohol-related agitation/psychosis
1982,43,"['E87', 'F10', 'F12']",Blonanserin,0.001241215,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Blonanserin is used for psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
