,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
438,394,Levorphanol,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0]",0.7058823529411765
439,315,Nifedipine,"['I20', 'B00', 'K04']","['angina pectoris', 'herpesviral [herpes simplex] infections', 'diseases of pulp and periapical tissues']","[1415, 0, 2]",472.3333333333333
440,131,Clofibrate,"['F11', 'F13', 'F33', 'F43', 'F60']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'specific personality disorders']","[0, 177, 0, 0, 0]",35.4
441,19_53,Technetium Tc-99m tetrofosmin,"['E84', 'K86']","['cystic fibrosis', 'diseases of pancreas']","[0, 1]",0.5
442,210_305,Sucralfate,"['M43', 'M48', 'M51', 'M54', 'M96', 'G54', 'H61']","['deforming dorsopathies', 'spondylopathies', 'intervertebral disk disorders', 'dorsalgia', 'postprocedural musculoskeletal disorders', 'nerve root and plexus disorders', 'disorders of external ear']","[0, 3, 2, 0, 1, 0]",1.0
443,222_294,Ipratropium,"['G93', 'I46']","['disorders of brain', 'cardiac arrest']","[17, 16]",16.5
444,402,Pseudoephedrine,"['C34', 'C38', 'C71', 'D43', 'J82']","['malignant neoplasm of bronchus and lung', 'malignant neoplasm of heart, mediastinum and pleura', 'malignant neoplasm of brain', 'neoplasm of uncertain or unknown behaviour of brain and central nervous system', 'pulmonary eosinophilia']","[21, 0, 1, 144, 3]",33.8
445,25,Fulvestrant,"['F90', 'F91']","['hyperkinetic disorders', 'conduct disorders']","[1, 1]",1.0
446,307,Sodium ferric gluconate complex,"['J31', 'K45', 'E66', 'G62', 'G61', 'H16', 'L71', 'M93']","['chronic rhinitis, nasopharyngitis and pharyngitis', 'abdominal hernia', 'obesity', 'polyneuropathies', 'inflammatory polyneuropathy', 'keratitis', 'rosacea', 'osteochondropathies']","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
447,253,Formoterol,"['E79', 'M16', 'M87']","['disorders of purine and pyrimidine metabolism', 'coxarthrosis [arthrosis of hip]', 'osteonecrosis']","[42, 0, 0]",14.0
448,119,Carprofen,"['F70', 'D75', 'D52', 'F10', 'F22', 'G31', 'L21', 'C10', 'C13', 'E53', 'H10', 'I86', 'N62']","['mild mental retardation', 'diseases of blood and blood-forming organs', 'folate deficiency anaemia', 'mental and behavioural disorders due to use of alcohol', 'persistent delusional disorders', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'malignant neoplasm of oropharynx', 'malignant neoplasm of hypopharynx', 'deficiency of b group vitamins', 'conjunctivitis', 'varicose veins of specified sites', 'hypertrophy of breast']","[71, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6.0
449,203,Rosiglitazone,"['F32', 'F48', 'B37', 'F51', 'K02', 'K04', 'K08']","['depressive episode', 'neurotic disorders', 'candidiasis', 'sleep disorders', 'dental caries', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures']","[1, 0, 2, 6, 0, 0, 318]",46.714285714285715
450,119,Modafinil,"['F70', 'D75', 'D52', 'F10', 'F22', 'G31', 'L21', 'C10', 'C13', 'E53', 'H10', 'I86', 'N62']","['mild mental retardation', 'diseases of blood and blood-forming organs', 'folate deficiency anaemia', 'mental and behavioural disorders due to use of alcohol', 'persistent delusional disorders', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'malignant neoplasm of oropharynx', 'malignant neoplasm of hypopharynx', 'deficiency of b group vitamins', 'conjunctivitis', 'varicose veins of specified sites', 'hypertrophy of breast']","[2, 33, 0, 93, 0, 2, 0, 0, 0, 0, 0, 0]",10.833333333333334
451,118,Arbutamine,"['F70', 'D53', 'F10', 'F34', 'F05', 'G31', 'H10', 'K72', 'L21']","['mild mental retardation', 'nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'persistent mood [affective] disorders', 'delirium', 'degenerative diseases of nervous system', 'conjunctivitis', 'hepatic failure', 'seborrhoeic dermatitis']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
452,4,Thiamine,"['A41', 'C91', 'N10']","['septicaemia', 'lymphoid leukaemia', 'acute tubulo-interstitial nephritis']","[318, 26, 0]",114.66666666666667
453,444,Pentamidine,"['E10', 'E13', 'E16', 'H26', 'H33']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'cataract', 'retinal detachments and breaks']","[17, 1, 1, 4, 12]",7.0
454,411,Glutethimide,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 1]",0.5
455,389,Pasireotide,"['E10', 'E13', 'E16', 'H26', 'H33', 'H35', 'H36']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'cataract', 'retinal detachments and breaks', 'retinal disorders', 'retinal disorders in diseases classified elsewhere']","[2, 0, 1, 0, 0, 0]",0.5
456,373,Dihydroergocristine,"['E10', 'E13', 'E16', 'I79']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere']","[0, 0, 0, 0]",0.0
457,408,Octocrylene,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
458,261,Halothane,"['N25', 'N18', 'A04', 'B02', 'N03']","['disorders resulting from impaired renal tubular function', 'chronic renal failure', 'bacterial intestinal infections', 'zoster [herpes zoster]', 'chronic nephritic syndrome']","[2, 39, 1, 0, 0]",8.4
459,61,Fluspirilene,"['I10', 'I15']","['essential (primary) hypertension', 'secondary hypertension']","[0, 0]",0.0
460,152,Diethylcarbamazine,"['K21', 'K25', 'K26', 'K31']","['gastro-oesophageal reflux disease', 'gastric ulcer', 'duodenal ulcer', 'diseases of stomach and duodenum']","[0, 1, 0, 5]",1.5
461,11,Daclatasvir,"['C71', 'C79', 'H53']","['malignant neoplasm of brain', 'secondary malignant neoplasm of specified sites', 'visual disturbances']","[0, 0, 0]",0.0
462,182,Fluocinonide,"['C82', 'C83', 'C85']","[""follicular [nodular] non-hodgkin's lymphoma"", ""diffuse non-hodgkin's lymphoma"", ""specified types of non-hodgkin's lymphoma""]","[0, 0, 0]",0.0
463,378,Omega-3 fatty acids,"['F10', 'F13', 'F31', 'F60', 'G31', 'D53', 'E51', 'K08']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'bipolar affective disorder', 'specific personality disorders', 'degenerative diseases of nervous system', 'nutritional anaemias', 'thiamine deficiency', 'disorders of teeth and supporting structures']","[149, 46, 258, 8, 30, 68, 8, 1428]",249.375
464,351,Diacerein,"['A02', 'A48', 'A69', 'B07', 'B36', 'B44', 'B49', 'B86', 'C11', 'C26', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D03', 'D07', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'J02', 'J11', 'J12', 'J61', 'K11', 'K41', 'L25', 'L60', 'L80', 'L81', 'M12', 'M60', 'N11', 'N34', 'N36', 'N50']","['salmonella infections', 'bacterial diseases', 'spirochaetal infections', 'viral warts', 'superficial mycoses', 'aspergillosis', 'mycosis', 'scabies', 'malignant neoplasm of nasopharynx', 'malignant neoplasm of ill-defined digestive organs', 'malignant neoplasm of bone and articular cartilage of sites', 'mesothelioma', 'malignant neoplasm of breast', 'malignant neoplasm of penis', 'malignant neoplasm of ureter', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'peripheral and cutaneous t-cell lymphomas', 'malignant immunoproliferative diseases', 'melanoma in situ', 'carcinoma in situ of genital organs', 'benign neoplasm of eye and adnexa', 'benign neoplasm of thyroid gland', 'vitamin b12 deficiency anaemia', 'disorders involving the immune mechanism', 'disorders of thyroid', 'hyperfunction of pituitary gland', 'hypofunction and disorders of pituitary gland', 'disorders of adrenal gland', 'protein-energy malnutrition', 'disorders of carbohydrate metabolism', 'amyloidosis', 'sexual dysfunction', 'dystonia', 'disorders of cranial nerves', 'disorders of autonomic nervous system', 'toxic encephalopathy', 'disorders of iris and ciliary body', 'disorders of choroid', 'nystagmus and irregular eye movements', 'disorders of external ear', 'acute pharyngitis', 'influenza virus', 'viral pneumonia', 'pneumoconiosis due to asbestos and mineral fibres', 'diseases of salivary glands', 'femoral hernia', 'contact dermatitis', 'nail disorders', 'vitiligo', 'disorders of pigmentation', 'specific arthropathies', 'myositis', 'chronic tubulo-interstitial nephritis', 'urethritis and urethral syndrome', 'disorders of urethra', 'disorders of male genital organs']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 13, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 2, 21, 0, 0, 2]",1.1132075471698113
465,289,Dolutegravir,"['E83', 'D64', 'E03', 'E21', 'A49']","['disorders of mineral metabolism', 'anaemias', 'hypothyroidism', 'hyperparathyroidism and disorders of parathyroid gland', 'bacterial infection of site']","[17, 3, 1, 9]",7.5
466,10,Tipranavir,"['J20', 'J30', 'J42', 'L30', 'D80']","['acute bronchitis', 'vasomotor and allergic rhinitis', 'chronic bronchitis', 'dermatitis', 'immunodeficiency with antibody defects']","[0, 0, 0, 1, 0]",0.2
467,167,Thrombin,"['M19', 'M24', 'M25', 'M65', 'M67', 'M75', 'M77', 'M66', 'M76']","['arthrosis', 'specific joint derangements', 'joint disorders', 'infective (teno)synovitis', 'disorders of synovium and tendon', 'shoulder lesions', 'enthesopathies', 'spontaneous rupture of synovium and tendon', 'enthesopathies of lower limb, excluding foot']","[288, 0, 308, 0, 94, 3, 0, 72, 0]",85.0
468,301_353,Turoctocog alfa,"['G20', 'F02', 'G21']","[""parkinson's disease"", 'dementia in diseases classified elsewhere', 'secondary parkinsonism']","[0, 0, 0]",0.0
469,244,Triamcinolone,"['L71', 'K70', 'D53', 'F05', 'G31']","['rosacea', 'alcoholic liver disease', 'nutritional anaemias', 'delirium', 'degenerative diseases of nervous system']","[18, 1, 1, 2, 2]",4.8
470,292,Chloroquine,"['E10', 'E13', 'E16']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion']","[38, 1, 4]",14.333333333333334
471,264,Drostanolone,"['N39', 'A04', 'N30']","['disorders of urinary system', 'bacterial intestinal infections', 'cystitis']","[0, 0, 0]",0.0
472,11,Edoxaban,"['C71', 'C79', 'H53']","['malignant neoplasm of brain', 'secondary malignant neoplasm of specified sites', 'visual disturbances']","[9, 0, 2]",3.6666666666666665
473,131,Ethanol,"['F11', 'F13', 'F33', 'F43', 'F60']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'specific personality disorders']","[1192, 4330, 7, 115, 30]",1134.8
474,408,Eslicarbazepine acetate,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
475,149,Isocarboxazid,"['J44', 'J98']","['chronic obstructive pulmonary disease', 'respiratory disorders']","[0, 0]",0.0
476,176,Dronabinol,"['K74', 'I85', 'C22', 'K31', 'K72', 'B99']","['fibrosis and cirrhosis of liver', 'oesophageal varices', 'malignant neoplasm of liver and intrahepatic bile ducts', 'diseases of stomach and duodenum', 'hepatic failure', 'infectious diseases']","[26, 0, 12, 11, 2, 130]",30.166666666666668
477,238,Panobinostat,"['K25', 'K26', 'K70', 'D52', 'D62', 'F05']","['gastric ulcer', 'duodenal ulcer', 'alcoholic liver disease', 'folate deficiency anaemia', 'acute posthaemorrhagic anaemia', 'delirium']","[0, 0, 0, 0, 0, 0]",0.0
478,394,Dihomo-gamma-linolenic acid,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[0, 0, 22, 8, 0, 2, 0, 0, 4, 7, 4, 16, 0, 7, 0, 2, 4, 0, 0, 14, 0, 1, 2, 1, 1, 20, 0, 0, 0, 0, 3, 0, 0, 0]",3.4705882352941178
479,182,Carbachol,"['C82', 'C83', 'C85']","[""follicular [nodular] non-hodgkin's lymphoma"", ""diffuse non-hodgkin's lymphoma"", ""specified types of non-hodgkin's lymphoma""]","[0, 0, 0]",0.0
480,190,Technetium Tc-99m sestamibi,"['M54', 'G54', 'L50', 'M71', 'M76']","['dorsalgia', 'nerve root and plexus disorders', 'urticaria', 'bursopathies', 'enthesopathies of lower limb, excluding foot']","[6, 3, 1, 0, 0]",2.0
481,85,Oxcarbazepine,"['F41', 'F45']","['anxiety disorders', 'somatoform disorders']","[33, 1]",17.0
482,117,Dexchlorpheniramine maleate,"['I84', 'K62', 'D12']","['haemorrhoids', 'diseases of anus and rectum', 'benign neoplasm of colon, rectum, anus and anal canal']","[1, 0, 0]",0.3333333333333333
483,110,Lasofoxifene,"['N18', 'D64']","['chronic renal failure', 'anaemias']","[0, 0]",0.0
484,191,Nelfinavir,"['D68', 'I26', 'I80', 'I82']","['coagulation defects', 'pulmonary embolism', 'phlebitis and thrombophlebitis', 'venous embolism and thrombosis']","[6, 0, 0, 1]",1.75
485,160_422,Pentosan Polysulfate,"['M16', 'M87']","['coxarthrosis [arthrosis of hip]', 'osteonecrosis']",[1],1.0
486,431,Eugenol,"['I65', 'N39']","['occlusion and stenosis of precerebral arteries', 'disorders of urinary system']","[63, 1]",32.0
487,205,Primaquine,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']","[0, 0, 0, 0, 0, 0, 0, 0, 153, 9, 0]",14.727272727272727
488,76,Temsirolimus,"['F10', 'K70']","['mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[0, 1]",0.5
489,94,Tiotropium,"['I26', 'I80', 'J18']","['pulmonary embolism', 'phlebitis and thrombophlebitis', 'pneumonia, organism']","[0, 2]",1.0
490,200,Glutathione,"['F09', 'F63', 'F03', 'F10', 'G31', 'L21', 'D52', 'E51', 'E53', 'I62', 'J39', 'K02', 'K12', 'M46']","['organic or symptomatic mental disorder', 'habit and impulse disorders', 'dementia', 'mental and behavioural disorders due to use of alcohol', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'folate deficiency anaemia', 'thiamine deficiency', 'deficiency of b group vitamins', 'nontraumatic intracranial haemorrhage', 'diseases of upper respiratory tract', 'dental caries', 'stomatitis and related lesions', 'inflammatory spondylopathies']","[5799, 469, 1782, 574, 120, 7, 25, 92, 139, 0, 27, 55, 1215, 72]",741.1428571428571
491,228,Nelfinavir,"['J41', 'J44', 'J47', 'G61', 'H10', 'J40', 'J82']","['simple and mucopurulent chronic bronchitis', 'chronic obstructive pulmonary disease', 'bronchiectasis', 'inflammatory polyneuropathy', 'conjunctivitis', 'bronchitis', 'pulmonary eosinophilia']","[0, 0, 0, 0, 0, 0, 0]",0.0
