ICD	Disease Name	Consensus Name	PubMed_query_name
D72	"other disorders of white blood cells;genetic anomalies of leukocytes;eosinophilia;other specified disorders of white blood cells;disorder of white blood cells, unspecified"	disorders of white blood cells	disorders of white blood cells
D73	"diseases of spleen;hyposplenism;hypersplenism;chronic congestive splenomegaly;abscess of spleen;cyst of spleen;infarction of spleen;other diseases of spleen;disease of spleen, unspecified"	diseases of spleen	diseases of spleen
D74	"methaemoglobinaemia;congenital methaemoglobinaemia;other methaemoglobinaemias;methaemoglobinaemia, unspecified"	methaemoglobinaemia	methaemoglobinaemia
D75	"other diseases of blood and blood-forming organs;familial erythrocytosis;secondary polycythaemia;essential thrombocytosis;other specified diseases of blood and blood-forming organs;disease of blood and blood-forming organs, unspecified"	diseases of blood and blood-forming organs	diseases of blood and blood-forming organs
D76	"certain diseases involving lymphoreticular tissue and reticulohistiocytic system;langerhans' cell histiocytosis, not elsewhere classified;haemophagocytic lymphohistiocytosis;haemophagocytic syndrome, infection-associated;other histiocytosis syndromes"	certain diseases involving lymphoreticular tissue and reticulohistiocytic system	certain diseases involving lymphoreticular tissue and reticulohistiocytic system
D77	other disorders of blood and blood-forming organs in diseases classified elsewhere	disorders of blood and blood-forming organs in diseases classified elsewhere	disorders of blood and blood-forming organs in diseases classified elsewhere
D80	"immunodeficiency with predominantly antibody defects;hereditary hypogammaglobulinaemia;nonfamilial hypogammaglobulinaemia;selective deficiency of immunoglobulin a [iga];selective deficiency of immunoglobulin g [igg] subclasses;selective deficiency of immunoglobulin m [igm];immunodeficiency with increased immunoglobulin m [igm];antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia;transient hypogammaglobulinaemia of infancy;other immunodeficiencies with predominantly antibody defects;immunodeficiency with predominantly antibody defects, unspecified"	immunodeficiency with predominantly antibody defects	immunodeficiency with antibody defects
D81	"combined immunodeficiencies;severe combined immunodeficiency [scid] with reticular dysgenesis;severe combined immunodeficiency [scid] with low t- and b-cell numbers;severe combined immunodeficiency [scid] with low or normal b-cell numbers;adenosine deaminase [ada] deficiency;nezelof's syndrome;purine nucleoside phosphorylase [pnp] deficiency;major histocompatibility complex class i deficiency;major histocompatibility complex class ii deficiency;other combined immunodeficiencies;combined immunodeficiency, unspecified"	combined immunodeficiencies	combined immunodeficiencies
D82	"immunodeficiency associated with other major defects;wiskott-aldrich syndrome;di george's syndrome;immunodeficiency with short-limbed stature;immunodeficiency following hereditary defective response to epstein-barr virus;hyperimmunoglobulin e [ige] syndrome;immunodeficiency associated with other specified major defects;immunodeficiency associated with major defect, unspecified"	immunodeficiency associated with major defects	immunodeficiency associated with major defects
D83	"common variable immunodeficiency;common variable immunodeficiency with predominant abnormalities of b-cell numbers and function;common variable immunodeficiency with predominant immunoregulatory t-cell disorders;common variable immunodeficiency with autoantibodies to b- or t-cells;other common variable immunodeficiencies;common variable immunodeficiency, unspecified"	common variable immunodeficiency	common variable immunodeficiency
D84	"other immunodeficiencies;lymphocyte function antigen-1 [lfa-1] defect;defects in the complement system;other specified immunodeficiencies;immunodeficiency, unspecified"	immunodeficiencies	immunodeficiencies
D86	"sarcoidosis;sarcoidosis of lung;sarcoidosis of lymph nodes;sarcoidosis of lung with sarcoidosis of lymph nodes;sarcoidosis of skin;sarcoidosis of other and combined sites;sarcoidosis, unspecified"	sarcoidosis	sarcoidosis
D89	"other disorders involving the immune mechanism, not elsewhere classified;polyclonal hypergammaglobulinaemia;cryoglobulinaemia;hypergammaglobulinaemia, unspecified;immune reconstitution syndrome;other specified disorders involving the immune mechanism, not elsewhere classified;disorder involving the immune mechanism, unspecified"	"disorders involving the immune mechanism, not elsewhere classified"	disorders involving the immune mechanism
E00	"congenital iodine-deficiency syndrome;congenital iodine-deficiency syndrome, neurological type;congenital iodine-deficiency syndrome, myxoedematous type;congenital iodine-deficiency syndrome, mixed type;congenital iodine-deficiency syndrome, unspecified"	congenital iodine-deficiency syndrome	congenital iodine-deficiency syndrome
E01	"iodine-deficiency-related thyroid disorders and allied conditions;iodine-deficiency-related diffuse (endemic) goitre;iodine-deficiency-related multinodular (endemic) goitre;iodine-deficiency-related (endemic) goitre, unspecified;other iodine-deficiency-related thyroid disorders and allied conditions"	iodine-deficiency-related thyroid disorders and allied conditions	iodine-deficiency-related thyroid disorders and allied conditions
E02	subclinical iodine-deficiency hypothyroidism	subclinical iodine-deficiency hypothyroidism	subclinical iodine-deficiency hypothyroidism
E03	"other hypothyroidism;congenital hypothyroidism with diffuse goitre;congenital hypothyroidism without goitre;hypothyroidism due to medicaments and other exogenous substances;postinfectious hypothyroidism;atrophy of thyroid (acquired);myxoedema coma;other specified hypothyroidism;hypothyroidism, unspecified"	hypothyroidism	hypothyroidism
E04	"other non-toxic goitre;non-toxic diffuse goitre;non-toxic single thyroid nodule;non-toxic multinodular goitre;other specified non-toxic goitre;non-toxic goitre, unspecified"	non-toxic goitre	non-toxic goitre
E05	"thyrotoxicosis [hyperthyroidism];thyrotoxicosis with diffuse goitre;thyrotoxicosis with toxic single thyroid nodule;thyrotoxicosis with toxic multinodular goitre;thyrotoxicosis from ectopic thyroid tissue;thyrotoxicosis factitia;thyroid crisis or storm;other thyrotoxicosis;thyrotoxicosis, unspecified"	thyrotoxicosis [hyperthyroidism]	thyrotoxicosis [hyperthyroidism]
E06	"thyroiditis;acute thyroiditis;subacute thyroiditis;chronic thyroiditis with transient thyrotoxicosis;autoimmune thyroiditis;drug-induced thyroiditis;other chronic thyroiditis;thyroiditis, unspecified"	thyroiditis	thyroiditis
E07	"other disorders of thyroid;hypersecretion of calcitonin;dyshormogenetic goitre;other specified disorders of thyroid;disorder of thyroid, unspecified"	disorders of thyroid	disorders of thyroid
E10	insulin-dependent diabetes mellitus;with coma;with ketoacidosis;with renal complications;with ophthalmic complications;with neurological complications;with peripheral circulatory complications;with other specified complications;with multiple complications;with unspecified complications;without complications	insulin-dependent diabetes mellitus	insulin-dependent diabetes mellitus
E11	non-insulin-dependent diabetes mellitus;with coma;with ketoacidosis;with renal complications;with ophthalmic complications;with neurological complications;with peripheral circulatory complications;with other specified complications;with multiple complications;with unspecified complications;without complications	non-insulin-dependent diabetes mellitus	non-insulin-dependent diabetes mellitus
E12	malnutrition-related diabetes mellitus;with coma;with ketoacidosis;with renal complications;with ophthalmic complications;with neurological complications;with peripheral circulatory complications;with other specified complications;with multiple complications;with unspecified complications;without complications	malnutrition-related diabetes mellitus	malnutrition-related diabetes mellitus
E13	other specified diabetes mellitus;with coma;with ketoacidosis;with renal complications;with ophthalmic complications;with neurological complications;with peripheral circulatory complications;with other specified complications;with multiple complications;with unspecified complications;without complications	specified diabetes mellitus	specified diabetes mellitus
E14	unspecified diabetes mellitus;with coma;with ketoacidosis;withrenal complications;with ophthalmic complications;with neurological complications;with peripheral circulatory complications;with other specified complications;with multiple complications;with unspecified complications;without complications	unspecified diabetes mellitus	diabetes mellitus
E15	nondiabetic hypoglycaemic coma	nondiabetic hypoglycaemic coma	nondiabetic hypoglycaemic coma
E16	"other disorders of pancreatic internal secretion;drug-induced hypoglycaemia without coma;other hypoglycaemia;hypoglycaemia, unspecified;increased secretion of glucagon;abnormal secretion of gastrin;other specified disorders of pancreatic internal secretion;disorder of pancreatic internal secretion, unspecified"	disorders of pancreatic internal secretion	disorders of pancreatic internal secretion
E20	"hypoparathyroidism;idiopathic hypoparathyroidism;pseudohypoparathyroidism;other hypoparathyroidism;hypoparathyroidism, unspecified"	hypoparathyroidism	hypoparathyroidism
E21	"hyperparathyroidism and other disorders of parathyroid gland;primary hyperparathyroidism;secondary hyperparathyroidism, not elsewhere classified;other hyperparathyroidism;hyperparathyroidism, unspecified;other specified disorders of parathyroid gland;disorder of parathyroid gland, unspecified"	hyperparathyroidism and disorders of parathyroid gland	hyperparathyroidism and disorders of parathyroid gland
E22	"hyperfunction of pituitary gland;acromegaly and pituitary gigantism;hyperprolactinaemia;syndrome of inappropriate secretion of antidiuretic hormone;other hyperfunction of pituitary gland;hyperfunction of pituitary gland, unspecified"	hyperfunction of pituitary gland	hyperfunction of pituitary gland
E23	"hypofunction and other disorders of pituitary gland;hypopituitarism;drug-induced hypopituitarism;diabetes insipidus;hypothalamic dysfunction, not elsewhere classified;other disorders of pituitary gland;disorder of pituitary gland, unspecified"	hypofunction and disorders of pituitary gland	hypofunction and disorders of pituitary gland
E24	"cushing's syndrome;pituitary-dependent cushing's disease;nelson's syndrome;drug-induced cushing's syndrome;ectopic acth syndrome;alcohol-induced pseudo-cushing's syndrome;other cushing's syndrome;cushing's syndrome, unspecified"	cushing's syndrome	cushing's syndrome
E25	"adrenogenital disorders;congenital adrenogenital disorders associated with enzyme deficiency;other adrenogenital disorders;adrenogenital disorder, unspecified"	adrenogenital disorders	adrenogenital disorders
E26	"hyperaldosteronism;primary hyperaldosteronism;secondary hyperaldosteronism;other hyperaldosteronism;hyperaldosteronism, unspecified"	hyperaldosteronism	hyperaldosteronism
E27	"other disorders of adrenal gland;other adrenocortical overactivity;primary adrenocortical insufficiency;addisonian crisis;drug-induced adrenocortical insufficiency;other and unspecified adrenocortical insufficiency;adrenomedullary hyperfunction;other specified disorders of adrenal gland;disorder of adrenal gland, unspecified"	disorders of adrenal gland	disorders of adrenal gland
